id,text,target
1143613763645575168,اتفاقا احمقانه هست که پلیس به آب بازی و گردوندن سگ و چند خال موی ملت گیر میده. اما آمار دزدی و زورگیری هر روز بالاتر میره. برای این چیزا پلیس مقتدره #اقتدار_پلیس برای اسیدپاشی اصفهان کجاست یا برای دزدی ها و زورگیری ها #اقتدار_پلیس برای 4 تا بچه اقتداره. برای بقیه چیزا پشمکه.,1
1143414153505320961,به نظر می رسه مسئولان بیشتر مشکل شون با نوع مایع ست. خب به جای بازی با آب با یه مایع دیگه بازی کنین. مثلا #اسید .اسید بپاشین به همدیگه و کیف کنین. هیچکس ام بهتون کاری نداره. شلوغش کردین بیخودی. #آب_بازی #آب_پاشی #اسیدپاشی #تهرانپارس #دختر_تهران_پارس,1
1142885064348504064,آب بازی و آب پاشی برای مسلمانان جایز نیست مومن باید اسیدپاشی کند.,1
1143147666492276736,عملکرد پلیس: اسیدپاشی به صورت زنان: آزاد گشتن مجرمان و تکرار جرم مختومه کردن پرونده پس از چند سال هیچ کار نکردن. آب بازی: حمله وحشیانه به جوانان دستگیری با تحقیر و کتک زدن در ملاء عام.,1
1142362675877502976,سناریو تکراری چند سال پیش بعد شهادت شهید خلیلی زمینه مساعدی برای احیا امر به معروف ایجاد شده بود رو با نسبت دادن اسیدپاشی های اصفهان به آمران به معروف به انحراف کشوندن الان هم برای به حاشیه بردن اتفاقی که توی گیلان افتاد این سناریو رو چیدن. #ساکت_نمی_مانیم,1
1145364792359706626,#لیدا_کاوه هم پیدا شد و گویا در بیمارستان بستری است اونایی که میگفتن بسیجی ها بخاطر دوچرخه سواری تهدیدش کرده بودن به #اسیدپاشی و... شرف عذرخواهی کردن دارن یا فتنه جدید طراحی کردن,1
1143393737269288960,عکس العمل بعضی ها به گم شدن لیدا کاوه واقعا وحشتناکه. یک عده بحث اسیدپاشی رو مطرح کردن یک سری هم گفتن خودش فرار کرده و کلی حرفای مزخرف دیگه شبیه به اینا زدن. خودشون خانواده و عزیزی ندارن که همه چی رو به شوخی و مسخره میگیرن,1
1142862753977290752,من تحقیق کردم این دختر در حین اسیدپاشی دستگیر شده نه آب پاشی چنین سرعت عملی از پلیس قبلا فقط در زمینه دستگیری و مقابله با اسیدپاشی دیده شده,1
1144688130689290241,خویینی ها و موسوی اردبیلی و خلخالی هر سه از گادفادرهای اصلاح طلبان بودند اصلاحطلبان کسانی هستند که در دهه60 با اعدام و اسیدپاشی و پونز زدن بر پیشانی بدحجابها مردم رو در خفقان قرار دادند ودهه های بعدی مردم را به اسم آزادی فریب دادند.. خلخالی از حامیان خاتمی در انتخابات76 هم بود,1
1144075999925157888,زنی که بی حجابه👆کشیده شدن روی زمین وکتک خوردن توسط پلیس زنی که جواب رد میده👆 قربانی اسیدپاشی زنی که رابطه داره👆قربانی قتل ناموسی زنی که حق طلاق یا مهریه میخواد👆قتل با چاقو زنی که از خودش دربرابر تجاوز دفاع میکنه👆اعدام زنی که خیانت میکنه👆کشتن آن توسط عرزشی و برانداز و...,1
1144294672292036608,اگه بریم سفارت یه کشوری بگیم تو مملکت ما اونقد که آب بازی در نظر پلیس جرمه اسیدپاشی جرم نیست بهمون پناهندگی نمیدن,1
1144579689140432897,موافقت شورای نگهبان با کلیات طرح تشدید مجازات اسیدپاشی شورای نگهبان در نشست چهارشنبه خود با کلیات طرح تشدید مجازات اسیدپاشی موافقت کرد اما در عین حال ایرادات جزئی نیز به محتوای متن طرح گرفت که قرار است این ابهامات و ایرادات احتمالی برطرف شود./فارس,0
1145379874212741120,ریش خند: تجاوز با شیب ملایم کاری از زنده یاد علیرضا رضایی ویدئو کامل: https://goo.gl/77536y این ویدئو در سال 1395 تولید و منتشر شده بود. یاد علیرضا رضایی گرامی باد #علیرضا_رضایی #طنز #قوه_قضاییه #تجاوز_جنسی #آزار_جنسی_کودکان #اسیدپاشی #توانا #آموزشکده_تواناpic.twitter.com/os9xsdb8qa,1
1142335718578106368,شورای نگهبان برای طرح تشدید مجازات اسیدپاشی درخواست استمهال کرد http://namayande.com/news/155905/شوراینگهبانبرایطرحتشدیدمجازاتاسیدپاشیدرخواستاستمهالکرد,0
1142358070611324929,#شورای_نگهبان خواستار استمهال طرح تشدید مجازات #اسیدپاشی شد شورای نگهبان در نامه ای به مجلس خواستار مهلت بیشتر برای بررسی طرح تشدید مجازات اسیدپاشی و حمایت از بزه دیدگان ناشی از آن شد.,0
1144392689321959424,واسه رژیم اسیدپاشی کنی آب بازی نکنی. #تقبل الله,1
1142417031876104192,قسر در رفته ها در مجلس . 29/۰2/1398. خانم/آقای خبرنگار که تصاویر بسته از صورت سوخته ی قربانی های اسیدپاشی منتشر کردی همان روز فحشت ندادم تا که نگویی عصبانی بود. گور پدرت با این نوع حمایت کردنت. تو خودت حامی داعش جمهوری اسلامی هستی الدنگ مزدور بی لیاقت. http://www.irna.ir/news/3695703/,1
1144867769499955207,چند خبر کوتاه رئیس قوه قضاییه طی بخشنامه ای مکاتبه کاغذی بین مراجع قضایی و سازمان ثبت را ممنوع کرد. موافقت شورای نگهبان با کلیات طرح تشدید مجازات اسیدپاشی معاملات تجاری ایران و آلمان تحت تاثیر تحریم ها نصف شده است پوتین از ترامپ برای سفر به مسکو دعوت کرد ترامپ پذیر,0
1142865642351136768,میگن اونایی که اسیدپاشی میکنن بعدش میرن میزنن زیرگریه میخونن: چه کاری بود که من کردم تورو سوزوندم از ریشه/ این آتیش همون عشقه که دامنگیر من میشه,1
1143210469097914370,من تا سال دیگه اینموقع یا اسیدپاشی شده بهم یا خوشبخت ترینم,0
1146283432806428673,روزدخترتوی ذهنم تداعی گردخترای قربانی اسیدپاشی وتجاوزه.دخترایی که ختنه میشن و خودسوزی میکنن.دخترایی که سالها آزارجسمی وروحی توی خانواده روتحمل میکنن.دخترای بااستعدادی که گوشه خونه ازدست میرن.ماعمیقابرابرنیستیم وتبریک گفتن برای این ظلم احمقانه س وقتی کاربردی جزمناسبت مذهبی نداره,1
1145625484211998720,تو بخشی از کتاب #پشت_دیوارهای_زندان نوشته: آن ر وزها روزهای بعد از انقلاب اسیدپاشیدن به صورت زن های طبقه بالا امری متداول بود بارها این جمله رو می خونم و به پاسخ این سوال که بعد از هر خبر #اسیدپاشی تو ذهنم نقش می بنده نزدیک تر می شم : ریشه این شکل عقده گشایی از کجاست,1
1146497863695908865,بابت هر تاسفی که میخوریم چقدر زمان صرف می کنم بابت گرسنگی کودکان سومالی انفجار در کابل و جنایت در غزه. نزدیکتر در ایران. شکنجه و اعدام زندانی قتل کولبر و اسیدپاشی در خیابان. از این هم نزدیکتر مرگ همسایه ای که هر روز می بینیمش چقدر در روند زندگیمان اخلال ایجاد می کند,0
1145587779742707712,فعالان حقوق بشر اسیدپاشی به یک وکیل دادگستری در یوسف آباد تهران https://iranians.global/persian/%d9%81%d8%b9%d8%a7%d9%84%d8%a7%d9%86%d8%ad%d9%82%d9%88%d9%82%d8%a8%d8%b4%d8%b1%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7%d8%b4%db%8c%d8%a8%d9%87%db%8c%da%a9%d9%88%da%a9%db%8c%d9%84%d8%af%d8%a7/ pic.twitter.com/ubqinfspjt,1
1145584776444895233,اولین مورد اسیدپاشی به وکلاست که میشنوم😓,0
1145582740202561537,طی هفته گذشته یک #وکیل دادگستری با ورود چند نفر به دفترش واقع در یوسف آباد تهران مورد #اسیدپاشی قرار گرفت و برای درمان به بیمارستان منتقل شد. https://www.hranews.org/2019/hranews/a20807/ tg_rhash 22a41dd9689763,0
1145631012778438656,اسیدپاشی به یک وکیل دادگستری در یوسف آباد تهرانhttps://rasulabbasi.wordpress.com/2019/07/01/%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7%d8%b4%db%8c%d8%a8%d9%87%db%8c%da%a9%d9%88%da%a9%db%8c%d9%84%d8%af%d8%a7%d8%af%da%af%d8%b3%d8%aa%d8%b1%db%8c%d8%af%d8%b1%db%8c%d9%88%d8%b3%d9%81%d8%a2%d8%a8/,0
1145737158134771712,#خبر: گزارشی از همه شایعاتی که درباره مفقود شدن لیدا کاوه منتشر شد عامل گم شدن لیدا کاوه چه بود پیوند قلب یا جذب فالوئر لینک: http://rasanashr.ir/31095/گزارشیازهمهشایعاتیکهدربارهمفقودش/ #آدمربایی #اسیدپاشی #پلیس,1
1145581637738086402,هرانا اسیدپاشی به یک وکیل دادگستری در یوسف آباد تهران https://buff.ly/2xeoiwe #iran #iranelection,0
1147823124320096259,ایقد بچه بچه نکنید فردا خودتون هم اسیدپاشی میکنن نه فقط نوزاد #فرزند,0
1147812652422455296,ایراد شورای نگهبان به طرح های ساماندهی خودرو و تشدید مجازات اسیدپاشی http://namayande.com/news/156163/ایرادشوراینگهبانبهطرحهایساماندهیخودرووتشدیدمجازاتاسیدپاشی,0
1148633622196424704,حقوق بشر ایران مقاله: اسیدپاشی: قتل بدون مردن https://iranians.global/persian/%d8%ad%d9%82%d9%88%d9%82%d8%a8%d8%b4%d8%b1%d8%a7%db%8c%d8%b1%d8%a7%d9%86%d9%85%d9%82%d8%a7%d9%84%d9%87%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7%d8%b4%db%8c%d9%82%d8%aa%d9%84%d8%a8%d8%af%d9%88/ pic.twitter.com/fbhia5rcoc,0
1148613386504232960,حقوق بشر ایران مقاله: بررسی جرم اسیدپاشی در قوانین کشورهای دیگر https://iranians.global/persian/%d8%ad%d9%82%d9%88%d9%82%d8%a8%d8%b4%d8%b1%d8%a7%db%8c%d8%b1%d8%a7%d9%86%d9%85%d9%82%d8%a7%d9%84%d9%87%d8%a8%d8%b1%d8%b1%d8%b3%db%8c%d8%ac%d8%b1%d9%85%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7/ pic.twitter.com/oyw7tlnemu,0
1147611131495817217,باد تقریبا خنک کولر خودرو در گرمای عصبی این روزهای تابستان از زیر بغل راننده @tap30_ir کمتر از اسیدپاشی نبود طوری بوی عرق زیر بغل به مشام برخورد می کرد که هرلحظه نیاز به ماسک گاز خردل دوچندان می شد. خواستم به دلیل هوای خوب بیرون کولر را خاموش کند از راننده انکار از بنده اصرار,0
1148958869328191489,حقوق بشر ایران مقاله: اسیدپاشی جرمی که نباید از آن گذشت https://iranians.global/persian/%d8%ad%d9%82%d9%88%d9%82%d8%a8%d8%b4%d8%b1%d8%a7%db%8c%d8%b1%d8%a7%d9%86%d9%85%d9%82%d8%a7%d9%84%d9%87%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7%d8%b4%db%8c%d8%8c%d8%ac%d8%b1%d9%85%db%8c%da%a9/ pic.twitter.com/fdemxobbgc,0
1146774453017358337,حالا که #روز_دختر رو تحویل میگیرید و تبریک میگید به سهم خودم یادی میکنم ازهمه دخترانی که #بازداشت بودند و بهشون #تجاوز ها شد و #دختران_ایرانشهر و #دختران_شین آباد و همه قربانیان #اسیدپاشی و دختران #کودک_همسری و #ریحانه_جباری ها... که همه با زجر و درد دختری شونو از دست دادند,1
1148310522716131328,ولی برخورد با اختلاس اسیدپاشی و تجاوز ... اصلا پیگیری ندارد چون #آقا_خوشش_نمیاد کژژژژژ ندهید.pic.twitter.com/0auvdizb19,0
1148001872852213761,در کنار آزادی هایی که وجود دارد آزادی آب پاشی آزادی دوچرخه سواری زنان #آزادی _پوشش آزادی سفر زنان بدون اجازه شوهر کدام وجود دارد البته آزادی اسیدپاشی آزادی #ازدواج_کودکان آزادی کتک زدن مردم قطعا وجود دارد مردم را چه فرض کرده اید pic.twitter.com/jejuzxgkng,1
1150881019542867968,بیانیه برای دفاع از #فعالین_حقوق_زنان در بند زنان در ایران به دلیل ناامنی جامعه و #قوانین_ضد_زن قربانی انواع خشونت نظیر تجاوز ضرب و شتم اسیدپاشی قتل های ناموسی و غیره می شوند. لینک امضا جهت حمایت از بیانیه👆 http://tinyurl.com/y2gwzeu9,1
1150018278036836352,شورای نگهبان به طرح تشدید مجازات اسیدپاشی ایراد گرفت شورای نگهبان جمهوری اسلامی ایران طرح تشدید مجازات اسیدپاشی و حمایت از بزه دیدگان ناشی از آن را در مواردی خلاف شرع و در موارد مبهم خواند و به مجلس باز گرداند. https://bit.ly/2lg4no1,0
1149767535782518785,چطور دعواهاتون بدون خون وخونریزیه من دوتا خواهر برادرمو تو یه دعوای کوچیک لفظی از دس دادم خودم یه دس و یه پا ندارم نصف صورتمم بخاطر اسیدپاشی خانداداشم کلا ذوب شده,0
1150075818107969536,این رفیق عزیز ما #حسین_جنتی را یک بار در #اصفهان گرفتند و بعد از مدتی پرونده اش را مختومه اعلام کردند. حال دوباره به همان اتهام در جای دیگر پرونده او را گشوده اند. از طرف دیگر 6 سال از اسیدپاشی در #اصفهان می گذرد و مسببان آن راست راست در جامعه می چرخند. زیبا نیست,0
1150426544726138881,یکی از بدبختی های دوران ما اینه که فکر میکنن هر کی تو این مملکت افتاد زندان خیلی روشنفکر و آخر فهم وشعوره. میری تحقیق میکنی میبینی یارو یه خرفاشیست مذهبی معتقد به اسیدپاشی رو زنان بد حجابه که اعتراض کرده چرا حقوق دوست و همکار کارگرش از حقوق یه زن تو کارخونه شون کمتره,1
1149280461329510401,تظاهرات 20 ژوئیه در #استکهلم برای حمایت از زنان سرکوب شده دخترانی که قربانی اسیدپاشی مزدوران خامنه ایی شدند برای حمایت از زندانیان سیاسی و برای رساندن فریاد حق طلبی مردم و مقاومت ایران و پایان دادن به سیاست کثیف مماشات با ملاها در تظاهرات 20 ژوئیه در استکهلم شرکت میکنیم #ایرانpic.twitter.com/7jnkh1omsi,1
1148152470855671809,در کنار آزادی هایی که وجود دارد آزادی آب پاشی آزادی دوچرخه سواری زنان #آزادی _پوشش آزادی سفر زنان بدون اجازه شوهر کدام وجود دارد البته آزادی اسیدپاشی آزادی #ازدواج_کودکان آزادی کتک زدن مردم قطعا وجود دارد مردم را چه فرض کرده اید,1
1149992883853910016,نظر شورای نگهبان در رابطه با طرح های تشدید مجازات اسیدپاشی و ساماندهی صنعت خودرو http://bit.ly/2nombnh,0
1150022725852946433,کدخدایی: شورای نگهبان به طرح تشدید مجازات اسیدپاشی ایراد گرفته و آنرا برای رفع ابهامات به مجلس برگشت داده است. ایرنا,0
1150042626072207360,ایراد شورای نگهبان به طرح تشدید مجازات #اسیدپاشی کدخدایی سخنگوی شورای نگهبان: در ماده 1 از آنجا که روشن نیست آیا مجازات شامل جنایت به منافع نیز می گردد یا خیر ابهام دارد. برای رفع ابهامات به #مجلس بازگردانده شده است و پس از رفع ابهام اظهارنظر خواهد شد.,0
1150354557295308801,#سهیلا_جورکش_قربانی اسیدپاشی اصفهان روز جمعه برای انجام یک عمل جراحی 7 ساعته که برای اولین بار در دنیا صورت می گیرد به اتاق عمل می رود تا بتواند بینایی اش را به دست بیاورد,1
1149840229207085062,اگه ببریم امروز اسیدپاشی تعطیله.,0
1152448695029456896,حقوق بزه دیدگان اسیدپاشی http://www.heyvalaw.com/web/articles/view/744/%d8%ad%d9%85%d8%a7%db%8c%d8%aa%d8%a7%d8%b2%d8%a8%d8%b2%d9%87%d8%af%db%8c%d8%af%da%af%d8%a7%d9%86%d9%86%d8%a7%d8%b4%db%8c%d8%a7%d8%b2%d8%a7%d8%b3%db%8c%d8%af%d9%be%d8%a7%d8%b4%db%8c.html,0
1149954921489416192,این همه هزینه از بیت المال و بریز و بپاش و اجبار برای چیست چرا برای اختلاسها سو مدیریت ها تجاوزها پارتی بازی رانت و رشوه ومدارک قلابی و اسیدپاشی اینهمه هزینه نمیشود و صدای این ها بلندتر است,0
1152844709964001281,هشدارمسئولان انجمن حمایت از قربانیان اسیدپاشی : هر روز یک قربانی جدید شناسایی می شود,0
1150722020965044224,حقوق بشر ایران مقاله: طرح تشدید مجازات اسیدپاشی جرم انگاری یا تشدید خشونت https://iranians.global/persian/%d8%ad%d9%82%d9%88%d9%82%d8%a8%d8%b4%d8%b1%d8%a7%db%8c%d8%b1%d8%a7%d9%86%d9%85%d9%82%d8%a7%d9%84%d9%87%d8%b7%d8%b1%d8%ad%d8%aa%d8%b4%d8%af%db%8c%d8%af%d9%85%d8%ac%d8%a7%d8%b2%d8%a7%d8%aa/,0
1152862853654822912,افزایش قربانیان اسیدپاشی در سراسر ایران اشغال شده هر روز قربانیان بیشتری از میان دختران هدف اسیدپاشی وحوش خامنه ای قرار می گیرندکمال فروتن جراح پلاستیک و موسس انجمن حمایت از قربانیان اسیدپاشی:,1
1152896100501602304,مرضیه ابراهیمی قربانی اسیدپاشی در اصفهان,1
1151051063631536128,بیانیه برای دفاع از #فعالین_حقوق_زنان در بند زنان در ایران به دلیل ناامنی جامعه و #قوانین_ضد_زن قربانی انواع خشونت نظیر تجاوز ضرب و شتم اسیدپاشی قتل های ناموسی و غیره می شوند.pic.twitter.com/ssrhhptwnu,1
1152942457522458624,رفع ایرادات شورای نگهبان به طرح تشدید مجازات اسیدپاشی در کمیسیون حقوقی http://bit.ly/2yfavmj,0
1153033723580780544,آدمیزاد اگر دست خودش بود نیم آدمهای باشگاه را اسیدپاشی میکرد ولی دست خودش نیست.,0
1146680347746275328,نماینده ی مجلس خطاب به قربانی اسیدپاشی از دست مجرم قسر در رفته ای فقط نصف صورتت سوخته #روز_دختر_مبارک,1
1151474694790496256,مطلب جدیدم برای شماره صدم مجله #حقوق_ما در مورد #اسیدپاشی: سعی کردم توضیح دهم چرا مصوبه جدید مجلس با عنوان تشدید مجازات اسیدپاشی و حمایت از بزه دیدگان آن نه اجرایی و نه انسانی است و از این رو نمی تواند کمکی به پیشگیری از وقوع این جرم وحشتناک کند.https://iranhr.net/fa/articles/3828/,1
1148870508043231232,بهای تجارت بااخوندهای حاکم برایران 8سال جنگ ضدمیهنی سرکوب داخلی قتل عام 30000زندانی سیاسی ظرف چندماه اسیدپاشی سرکوب زنان خودکشی دادن وسلاخی کردن زندانیان دست بازدادن برای رسیدن به بمب اتمی بمباران مجاهدین طولانی کردن عمررژیم و...ازمماشات دست بردارید #freeiran #براندازم,1
1154026171350298635,امام جمعه اصفهان خواستار استفاده از اسید رقیق شده در گشت های بسیج و سپاه شد حرومزاده ای از جنس خلخالی. مجرمی که هرگز دستگیر نشد دستور تمام اسیدپاشی های اصفهان توسط این بیشرف داده شد.,0
1153047991441416194,#افزایش قربانیان اسیدپاشی در سراسر ایران اشغال شده هر روز قربانیان بیشتری از میان دختران هدف اسیدپاشی وحوش خامنه ای قرار می گیرند #ایران #برانداز,1
1152300102381273094,تاریخ انتشار 19/03/1398 آذربایجان غربی ارومیه گزارش یک مورد اسیدپاشی نافرجام در پیرانشهر .pic.twitter.com/vndnrzk5oa,0
1152240639129481216,#اسیدپاشی جنایتی است که زنان و مردان هردو قربانی آن می شوند ولی افکار عمومی جامعه پزشکان داوطلب خیران و حتی فعالان حقوق بشر مردان قربانی اسیدپاشی را کمتر از زنان موردتوجه قرار می دهند. این مقاله را در این خصوص و در جواب شماره 100 مجله حقوق ما نگاشتم. https://iranhr.net/fa/articles/3841/,1
1155481828008050695,به امید اون روزی که دیگه هیچ زنی از اسیدپاشی متلک های خیابونی گشت ارشاد برادران بسیجی و پدران متعصب ترسی نداشته باشه:,1
1152885439952564224,افزایش قربانیان اسیدپاشی در سراسر ایران اشغال شده هر روز قربانیان بیشتری از میان دختران هدف اسیدپاشی وحوش خامنه ای قرار می گیرند #ایران #چهل_سال_جنایت #چهل_سال_شکست,1
1152895676486955008,هشدار #مسئولان انجمن حمایت از قربانیان #اسیدپاشی: هر روز یک #قربانی جدید اسیدپاشی شناسایی می شو د باور نکردنی است هر روز قربانی تازه ای با ما تماس می گیرد طوری که خودمان هم شوکه می شویم از گوشه و کنار کشور از شهرها و روستاهای دور افتاده #اسیدپاشی,0
1155469918017609734,ترور عجیب رئیس بانک پاسارگاد آمل پشت میز کارش حوالی ظهر روز یکشنبه مورخ 6 مردادماه 98 یک مرد با در دست داشتن اسید به شعبه بانک پاسارگاد شهرستان آمل مراجعه و با نیت قبلی رئیس این شعبه را از ناحیه صورت مورد اسیدپاشی قرار داد. سرهنگ آزادی فرمانده انتظامی شهرستان آمل گفت:,0
1155441253439483904,😳😳😳😳ترور عجیب رئیس بانک پاسارگاد آمل پشت میز کارش حوالی ظهر روز یکشنبه مورخ 6 مردادماه 98 یک مرد با در دست داشتن اسید به شعبه بانک پاسارگاد شهرستان آمل مراجعه و با نیت قبلی رئیس این شعبه را از ناحیه صورت مورد اسیدپاشی قرار داد....,0
1155491583036289025,ترور عجیب رئیس بانک پاسارگاد آمل پشت میز کارش 😳😳 . . حوالی ظهر روز یکشنبه مورخ 6 مردادماه 98 یک مرد با در دست داشتن اسید به شعبه بانک پاسارگاد شهرستان آمل مراجعه و با نیت قبلی رئیس این شعبه را از ناحیه صورت مورد اسیدپاشی قرار داد.,0
1156520829590614016,اسیدپاشی به خانم رییس بانک پاسارگاد در آمل https://ift.tt/3357vf0,1
1156520690922733568,اسیدپاشی به خانم رییس بانک پاسارگاد در آمل فیلم https://ift.tt/2gdpktj,1
1156527285958262786,#اسیدپاشی به خانم رییس #بانک_پاسارگاد در #آمل فیلم http://www.nikru.ir/311041.html,1
1155858104908701697,#پادکست خوب میخوایین #دفیله یه پادکست خیلی معرکه است که در حوزه ی حقوق قضایی ساخته شده. قسمت اولش در مورد #اسیدپاشی بود که من رو میخکوب کرد. دست به دست کنین به اهلش برسه. https://t.me/defilepodcast,0
1156642707315548160,پیرمرد عصبانی بروی رئیس شعبه بانک پاسارگاد اسیدپاشی میکنه اسیدپاشم اسیدپاشای قدیم با سطل . بیرحمی تا کجا,0
1154736278191181825,آره بابا من خودم سابقه 5 بار خودکشی 13 تا قتل عمد و 31 مورد #اسیدپاشی دارم #خاشقچی رو هم من کشتم جنازه شو هم خوردم😀,0
