id,text,target
1152222208112189441,هموطن زمانی تاتظاهرات #سوئد باقی نمانده برای حمایت ازمردم #ایران و حمایت ازتغییر درایران و برنامه های #مریم_رجوی همگی بشتابید بسوی سوئد شما با سلسله کهکشانهای اشرف وتظاهرات کشورها خواب راحت رااز #ولی_فقیه ربودید برعزم تک تک شماهزاران درود #istandwithmaryamrajavi #freeiran #iran,1
1151388195474616322,حفظ حرمت جایگاه نمایندگی #ولی_فقیه مهمتر از ماشین سواری و هلیکوپتر سواری و آیت اللهی است,1
1153393158811717634,ولی فقیه بی اتم شد هرچی سانتریفیوژ ازش پلمپ شد پلمپ شد پلمپ شد #طنز #ولی_فقیه #برجام #اتمی #سانتریفیوژ,1
1152688182330306560,دفاع #عمار_حکیم از #آیت_الله_خامنه_ای: ایشان #ولی_فقیه ما هستند..,1
1153776161161383937,...اقدامات ایذایی در تنگه هرمز از سوی ج.ا ممکن است در کوتاه مدت حس قدرت نمایی #ولی_فقیه فرماندهان #سپاه و احساسات #حامیان اجتماعی آنها را ارضا کند و شاید در بده بستان های کوتاه مدت گشایشی ایجاد کند اما باعث می شود در آینده تمهیدات منطقه ای,1
1154103134119010304,به نظر من همان طور که #پیامبر_اکرم #ولایت_تشریعی و #ولایت_تکوینی داشتند و میتوانستند اموری را قانون کنند یا در طبیعت و کائنات دخل و تصرف کنند #ولی_فقیه نیز دارای چنین ولایتی است. چون #ولایت_فقیه_همان_ولایت_رسول_الله_است,1
1154330171962535941,قدرت مطلق با عمامه یک مورد میتونید پیدا کنید که شخص #ولی_فقیه قدرت نداشته باشه نظر شخصی خودش رو درش اعمال کنه یا یک اقلیت و حزب بتونه تو ایران فعالیت داشته باشه #خاتمی_گه_خورد,1
1153941941547126785,#قدرت_مطلق_با_عمامه آیا موردی را سراغ دارید که شخص #ولی_فقیه نتواند نظر شخصی اش را در آن اعمال کند و آیا یک حزب ضد #ولایت_فقیه می تواند در #ایران فعالیت کند مردم در دنیا چه بلایی برسر #دیکتاتورها آوردند و خواهند آورد #نه_به_جمهوری_اسلامی #نه_به_انتخابات #مرد_میدان_ساحل,1
1155748013891100672,متاسفانه نمی شود آدم های پست را با رای از سیستم بیرون کرد چون آنها با رای وارد سیستم نشده اند #نوام_چامسکی یعنی #ولی_فقیه رو باید #سرنگون کرد...اینکه دنبال این باشی که بره کنار واستعفا بده ...یک خوش خیالی بیش نیست,1
1151365548049096704,دیاثت سیاسی یعنی اینکه #اصلاح_طلبان مرز بندی روشنی با هیچ موضوع مهم و غیرمهمی ندارند جنگ احزاب که یادتون هست ته دل اصلاح طلبان از اون ریشوی نماز شب خون تسبیح بدست تا سلطنت طلبها همه یه مشکلی با #ولی_فقیه دارن و حول یک حزب مخصوصا شب انتخابات گرد هم می آیند.,1
1156209356570091521,واقعا طرفداران #محمود_احمدی_نژاد تو بی بصیرتی چی کم دارن از طرفداران #حسن_روحانی پشتیبان #ولی_فقیه باشید رفقا #اگر_احمدی_نژاد_نبود,1
1155930473849225216,این توییت #ترامپ میبینید برای پارساله که ماکرون گفت می خوایم ارتش مستقل اروپاروتشکیل بدیم ترامپ:بخاطرکاری که آلمان توجنگ اول ودوم جهانی باهاتون کرد اگه مانبودیم شماداشتید زبون آلمانی یادمیگرفتید حالاپول میدی برای ناتو یانه چراجرات تحکم بما رو ندارن چون #ولی_فقیه داریم...,1
1154647720570826753,... #سئومک_سئویلمک بو عکس ده کی کیشی آیت ا... #حسنی #ولی_فقیه نماینده سی #اورمو #امام_جمعه سی #آذربایجان #معنوی_آتاسی و... دئیل بوردا تحجه بیر #بویوک_آتا دیر #نوه سی نین یانیندا. پ.ن: 3یئل بوندان اونجه https://www.instagram.com/p/b0xu2rpl2y6/ igshid sqyo1mpa2np4,1
1154398828801548288,#قدرت_مطلق_با_عمامه آیا موردی را سراغ دارید که شخص #ولی_فقیه نتواند نظر شخصی اش را در آن اعمال کند و آیا یک حزب ضد #ولایت_فقیه می تواند در #ایران فعالیت کند مردم در دنیا چه بلایی برسر #دیکتاتورها آوردند و خواهند آورد. مطمئن باش #چلاق,1
1156630905395523584,خود رهبری توی یه فقره سیاست های جمعیتی دهه 70 اقرار به #اشتباه خودش و دستگاه های تصمیم ساز میکنه بعد آقای مصباح یزدی و امثالهم جایگاه #ولی_فقیه را تا سر حد امام معصوم بالا می برند و دیواری از تقدس و خط قرمز دور وی می کشند.,1
1150258411742879745,امروز #دشمن دنبال ایجاد اختلاف است و تمام توان خود را برای #براندازی به کار گرفته است اما با عنایت خداوند متعال موفق نخواهد بود بدیهیست در چنین شرایطی حفظ #وحدت حول محور #ولی_فقیه لازم است. #noorihamedani,1
1152306440222257152,#عناصر_مومن جمهوری اسلامی با گوش فرا دادن به سخنان #ولی_فقیه جواب روباه پیر را با توقیف فعلا دو نفتکش داده اند.,1
1151747998059249664,حجت الاسلام والمسلمین حسینی همدانی نماینده #ولی_فقیه و امام جمعه #کرج #گاندو را اینگونه تحلیل می کند. #برخورد_ترامپی #صداوسیما_گروگان_جیسون,1
1152573006717210625,عناصر مومن نظام همانهایی هستند که بر وصیت و راه شهدا ثابت قدم مانده اند که : نگذارید حرف #ولی_فقیه بر زمین بماند #توقیف_نفتکش_انگلیسی,1
1151765376071548928,صبر ولایی بر کجفهمی دوستان نادان امروز اتمی موشکی حقوق بشر مباحث منطقه ای و... بهانه است. تیر سه شعبه برای رکن ولایت فقیه نشانه رفته شده است و متاسفانه این تیر گاهی از چله برخی یاران نادان بیرون می آید... #برجام #ولی_فقیه #ولایت_فقیه,1
1152142805097156608,میگن اصلا ما پهپاد از دست ندادیم حتما پهپاد خودشون رو زدن سبک کار تو یک مدار.... #ظریف هم میگفت ما اصلا زندانی سیاسی نداریم چند وقت دیگر منکر داشتن #ولی_فقیه می شن.,1
1150298592718008320,نگاه رهبری #جوان #ولی_فقیه #آیت_الله_خامنه_ای #khamenei_ir,1
1156917102143574016,تصویری از حمله امروز نیروهای دفاعی اسرائیل به مزدوران تروریست ولی فقیه در سوریه. البته پول های هموطنم است که به دود تبدیل شده. پول هایی که خرج تروریسم خارجی میشود. #ولی_فقیه #فرعون #دزد #طاغوت,1
1158953431761129472,اثبات کشک بودن مجموعه هایی مانند ریاست جمهوری و مجلس با وجود اسطوره ای بنام #ولی_فقیه در 36 ثانیه... فقط وارد #این_بحث ها خیلی نشید... جمهوری در اسلام معنایی جز این نداشته ندارد و نخواهد داشت. جدایی که دیگر در شدنش شکی نیست دین از سیاست...,1
1161926356885811200,#حرامزاده های جمهوری اسلامی افسوس که این مزرعه را آب برد. #ولی_فقیه دزد و چپاولگر را تریاک برد نباید #بی_تفاوت بود ..نباید گذاشت ثروت ملت ومیهن رو این بچه بسیجی های عقده ای ببرند..باید این نظام رو سرنگون کرد ومیهن رو ساخت ..ثروت مال مردم ایرانه .. #براندازم,1
1159419008564830213,در تصویر دیدار و بیعت مدیران ادارت و شوراها با نماینده #ولی_فقیه در یکی از شهرهای #هرمزگان برام عجیبه همه حاضرین #مرد هستن. توی این شهرستان مدیر و اعضای شورا و دهیار و بسیجی #زن هم هست اما دریغ از حضور یه زن یعنی نوع نگاهشون و میزان توجه به بانوان رو نشون دادن.,1
1162818589264687104,#پول_برای_آخوند_درد_برای_معلول کل بودجه مورد نیاز برای اینکه معلولین کشورمون بتونن نیازهای اساسی یک زندگی حداقلی رو داشته باشن برابره با بودجه بخش تبلیغات حوزه علمیه قم طبق بودجه مصوب امسال... http://roozane.net @roozanefarsi #خبر #روزانه_خبر #بهزیستی #ولی_فقیه,1
1163648002273226752,خدا را شکر مولایم #علی شد #عید_الله_الاکبر #عید_سعید_غدیر_خم #روز_اکمال_دین #ولایت #ولی_فقیه,1
1159545837330022400,و این معنای محبوبیت #ولی_فقیه است ... بیش از پنج میلیون بازدید در یک روز در شبکه های مختلف اجتماعی :,1
1160275581893861376,نه به عنوان #ولی_فقیه و #رهبر و کسی که قانونا سیاستهای کلی نظام را تعیین می کند لااقل #دولتها به اندازه ی کسی که خود تجربه ی #ریاست_جمهوری را دارد و سالها در راس مملکت است به رهنمودهای رهبری در حوزه های اقتصاد و فرهنگ و سیاست خارجی توجه کنند که متاسفانه این مقدار هم توجه نمیشود,1
1164162073972158464,دانشجوی ایران یا شیخ زکزاکی نه تنها غم لبنان کشت این ها را حالا غم نیجریه هم به غم هاشون اضافه شده... این جا کشور ولایت فقیه نه ایران #رای_به_رای #زکزاکی #فرقه_تبکهار #براندازم #سرطان #شکنجه #ولی_فقیه #نیجریه #زندانی_سیاسی,1
1165458314366308352,#ما_جمهوریخواهان نمیخایم مالیاتمون خرج زندگی اعیانی و مراسم تجملاتی امپراتور ملکه #ولی_فقیه یا #شازده شه,1
1158976913005830144,زمان معصوم هم نمایندگانی بصورت تام الاختیار محل رجوع مردم بودند مدل تعیین #ولی_فقیه نیز امروز بر همین اساس است #بدون_توقف #علی_بهادری_جهرمی,1
1161919218637594624,امام خمینی نهاد مرجعیت را ریشه #ولایت_فقیه می دانست. انتخاباتی آزاد که در آن #مراجع و مجتهدان کاندیدا شده و سیاستها و برنامه های خود را در دیپلماسی فرهنگ اقتصاد و سیاست اعلام کرده تا #ولی_فقیه با رقابت مراجع و رای مستقیم #مردم به مدت محدود انتخاب شود به نظر امام اقرب است.,1
1164553341545996289,من اشخاص زنده را آنانی می دانم که مبارزه می کنند بی مبارزه زندگی مرگ است .. #ارنستو_چه گوارا درود بر #براندازان #مقاومت ایران...نشان دادن که اگر حرف سرنگونی میزنن...در صحنه عمل هم قیمت حرفشون رو میدن.. واقعا آبرو برای #ولی_فقیه و #روحانی و #ظریف نگذاشتن,1
1158110976119623680,دکتر #بهادری_جهرمی : #ولی_فقیه با معصوم تفاوت دارد می گویم بله و این تفاوت از زمین تا آسمان است. #بدون_توقف,1
1167089991320776706,واقعه #غدیر_خم کنار دریای خزر ..🤔 اینا واقعا همه چیز رو به مسخره گرفتن ..این چیزها رو که میبینم میخوام کله #ولی_فقیه بگیرم بکنم تو گل ..مسخره بازی تا چه حد نگاه کنید..یک نفر از مردم نگاهشون نمی کنه میخوان با این کارها فقط #مردم_آزاری کنن..که دریا رو برای مردم زهر مار کنن..,1
1167417413803134982,دکتر #بهادری_جهرمی: #ولی_فقیه با معصوم تفاوت دارد می گویم بله و این تفاوت از زمین تا آسمان است. #بدون_توقف,1
1163187846850777088,آن #مصدق مشرک به #آمریکا اعتماد کرد و #هزینه_اعتماد خویش را دید و توودهنی خورد اکنون نیز مصدق های زمان همان کار را کردند. تنها چیزی که باعث شد آن هزینه با وجود مصدق ها تکرار نشود وجود #ولایت_فقیه و شخص #ولی_فقیه در راس نظام است,1
1166220220849119232,#اطاعت از #ولی_فقیه در زمان غیبت تمرین #ولایت_پذیری از #امام_عصر روحی فداه در زمان ظهور است. بچه ولایی ها چقدر این جمله رو قبول دارید پس چرا حرف رهبر برای فرزند آوری زمین مونده اینم یه نوع #جهاده باور کنید.,1
1164771107712294915,کسانی که از #نائب_امام مسلم بن عقیل تبعیت نکردند همان کسانی بودند که از خود امام اباعبدالله الحسین ع هم تبعیت نکردند #ولی_فقیه #اللهم_عجل_لولیک_الفرج,1
1162087005238509573,کیا این عکس رو یادشون هست سال 79 یکی از نشریات این رو زد خاتمی شک داشت دوباره بیاد یا نه دقیقا حال و روز این روزهای #خاتمی هست به زور آوردنش تو سیاست حالا هم به زود دارن می برنش آری... این است عاقبت گوش نکردن به نصیحت های پدرانه #ولی_فقیه #محمد_خاتمی,1
1161915208450883584,#حرامزاده های جمهوری اسلامی افسوس که این مزرعه را آب برد. #ولی_فقیه دزد و چپاولگر را تریاک برد نباید #بی_تفاوت بود ..نباید گذاشت ثروت ملت ومیهن رو این بچه بسیجی های عقده ای ببرند..باید این نظام رو سرنگون کرد ومیهن رو ساخت ..ثروت مال مردم ایرانه .. #براندازمpic.twitter.com/x2nw3le9v6,1
1161218096691990529,ولی فقیه معصوم نیست اما... #ولی_فقیه,1
1161123411185160193,کسانی که در غدیر خم با ولایت زاویه پیدا کردند و در دل ولایت علی علیه السلام را نپذیرفتند همان ها اشقیای کربلا شدند. و آنان که ولایت امیرالمومنین علی علیه السلام را پذیرفتند سعدا و شهدای کربلا شدند. کسانی که برخلاف ولی فقیه مشی می کنند مواظب باشند. #غدیری_ام #ولی_فقیه,1
1163886732003164164,#سونامی_اختلاس_و_فساد بعد از ادعای پاک دستی دولت احمدی نژاد و افشای اختلاس ها حالا نوبت دولت روحانیه. چرا ولی فقیه به کمک امام زمان جلو این سونامی رو نمیگیر. ریت کنید.. @roozanefarsi #خبر #روزانه_خبر #روزانه #فرقه_تبهکار #براندازم #رای_بی_رای #ولی_فقیه,1
1164429801769320448,#سونامی_اختلاس_و_فساد بعد از ادعای پاک دستی دولت احمدی نژاد و افشای اختلاس ها حالا نوبت دولت روحانیه. چرا ولی فقیه به کمک امام زمان جلو این سونامی رو نمی گیره http://roozane.net #خبر #روزانه_خبر #روزانه #فرقه_تبهکار #براندازم #رای_بی_رای #ولی_فقیه #دروغ #سونامی_فساد,1
1167683493381443584,زندانیان زندان #سراوان علاوه بر قطعی آب همچنین با غذای ناسالمی که در زندان به زندانیان می دهند مواجه شده اند که قصد مریض کردن زندانیان را دارند . مرگ بر آخونده و #ولی_فقیه آنها,1
1158742092866363392,ملت آخرالزمانی ایران در شب یلدای تاریخ ایستادند و با انقلابشان ثابت کردند اگر بخواهیم دست در دست #ولی_فقیه می توان دامنه صبح را به شب تار ظلمت کشاند و ظهور را نزدیک کرد. #ظهور #اللهم_عجل_لولیک_الفرج,1
1163427118044389376,اگر در غدیر نبودیم تا با علی ع پیمان ببندیم امروز ان شاالله پشتیبان #ولی_فقیه هستیم. ایده: تبیین و پخش گام دوم انقلاب در مسجد محله #فقط_به_عشق_علی,1
1158326481195544578,#ظریف در نشست خبری گفته: ادعای ولایتمداری دارند ولی به من توهین می کنند... #ولی_فقیه رو سپر خودت میکنی آخه بی انصاف کدوم یک از خطوط قرمزی که رهبری بهت گوشزد کرده بود رو رعایت کردی که حالا مظلوم نمایی میکنی.. #دولت_لیبرال,1
1163366602215026688,سیاست ازدیاد جمعیت مقبول #رهبر #فرقه_تبهکار نماینده #ولی_فقیه در ارتش: باید با جهاد فرزندآوری جمعیت شیعیان زیاد شود #مانانیستانی,1
1160882857117720576,#newprofilepic پیرو امر ولی هستیم و در این راه جانمان را فدای او میکنیم... #ولی_فقیه #آقا_زاده_لبنانی #عمار_انقلاب,1
1166829199946145798,با استعانت از درگاه الهی در زیر پرچم توحیدی #ولی_فقیه در #نظام_مقدس #جمهوری_اسلامی رفتن به جشن تولد پوشیدن پوشاک سرخ داشتن سبیل چخماقی و... نیز مصداق جرایم امنیتی محسوب میشود,1
1164202976237510656,درود ...درود...درود...🙏🙏🙏 هزاران درود بر غیرتتون .دمتون گرم.. گل کاشتید...آبروی #ولی_فقیه و ماله کش نظام رو بردید..به جهان نشون دادید که مردم ایران جمهوری اسلامی ولایی اخوندی ملاها رو نمی خوان ...مردم ایران کشوری دموکراتیک وسکولار میخوان...نه #دیکتاتوری #ظریف_برو_گمشو,1
1164925295469694987,#ظریف_برو_گمشو.. شده #شعار روز همه #ایرانیان در #داخل و #خارج کشور... من موندم این #ولی_فقیه و اراذل اوباش او از جمله #ظریف_شیاد ..چقدر پرو هستن و چه رویی دارن ..#هیتلر هم اینقدر پرو نبود که این ها هستن. علتش اینستکه حتمیت #سرنگونی رو خوب حس کردن.برای همین تلاش میکنن عقب بندارن,1
1161912898823831553,موتور سواری #دختران در #مشهد خیلی هم عالی خیلی هم زیبا کور شود هر آنکس که نتواند دید #علم_الهدی کجایی که اسلامت بر باد رفت.... منظور نظام #ولی_فقیه زوار درفته است #سرنگونی با #اتحاد_وهمبستگی,1
1163512139883171842,شهید دکتر مصطفی چمران فرمانده ستاد جنگهای نامنظم و وزیر دفاع : من نمی گویم #ولی_فقیه معصوم است ولی ملتی که به امر خدا به امر ولی فقیه اعتماد می کنند #خدا اجازه اشتباه به آن #رهبر را نمی دهد و به نوعی به او معصومیت می بخشد. #فقط_به_عشق_علی #شهید_چمران #غدیر #عید_غدیر,1
1156822018311876608,امام حسین ع حاضر نبود با یزید که علنا گناه میکرد کناربیاد و تا آخرین قطرات خون مبارک ش رو فدا کرد گناهان علنی و #حرمت شکنی در کربلا در افتتاحیه ... باز هم نشون داد که تا وقتی که #ولی_فقیه در راس امور نباشه رفتارهای یزیدی تکرار خواهد شد و یزیدیان هیچ حرمتی را رعایت نخواهند کرد,1
1166833696113999873,#دعوای_روسای_قوه_فسادیه چرا باید مسئول برقراری عدالت رازهای فساد دیگران رو تو سینه نگه داره منطقیه http://roozane.net @roozanefarsi #خبر #روزانه_خبر #روزانه #فرقه_تبهکار #براندازم #رای_بی_رای #ولی_فقیه #لاریجانی #یزدی #قوه_فسادیهpic.twitter.com/or7j4zq26u,1
1167185617991565312,#دعوای_روسای_قوه_فسادیه چرا باید مسئول برقراری عدالت رازهای فساد دیگران رو تو سینه نگه داره منطقیه http://roozane.net @roozanefarsi #خبر #روزانه_خبر #روزانه #فرقه_تبهکار #براندازم #رای_بی_رای #ولی_فقیه #لاریجانی #یزدی #قوه_فسادیهpic.twitter.com/fcfwz6ayhy,1
1166765853699915776,#دعوای_روسای_قوه_فسادیه چرا باید مسئول برقراری عدالت رازهای فساد دیگران رو تو سینه نگه داره منطقیه http://roozane.net @roozanefarsi #خبر #روزانه_خبر #روزانه #فرقه_تبهکار #براندازم #رای_بی_رای #ولی_فقیه #لاریجانی https://www.instagram.com/p/b1t1oqab9l9/ igshid 1xwq2duvcy4mh,1
1169354918756528130,با ترازویم وجدان #ولی_فقیه ... را سنجیدم . #صفر بود ... #مرگ_بر_ولی_فقیه,1
1168764722784755713,اسلام تپه ی نریده داره #کودک_همسری #اعدام #سنگسار #تجاوز #اختلاس #تقیه #جماع #صیغه #سگکشی #طفل_شیرخواره #کنیز #غلام #مرتد #محاربه #نایب_امام_زمان #ولی_فقیه #حکم_شرعی #محلل #امربه_معروف #قتل_کفار #قطع_دست #قطع_پا #قطع_آلت #ختنه #خدعه #مفسدفی_الارض,1
1170104688110264320,می گن شما #جمهوری_خواهان تو ژاپن/دانمارک/هلند چیکا می کنین پاسخ: چون اینجا جرمی به اسم توهین به #ولی_فقیه / #شاه نداریم درضمن کفنپوش و چکمه لیس های جان بر کف هم نداریم,1
1169180775268409344,با ترازویم وجدان #ولی_فقیه ... را سنجیدم . #صفر بود ... #مرگ_بر_ولی_فقیهpic.twitter.com/wuaywaqrku,1
1170362469694525442,اکثریت جامعه ی ما هنوز فرق بین ولی فقیه رو از ولایت فقیه نمی دونن. ما در ایران #ولی_فقیه داریم ولی هنوز #ولایت_فقیه پیاده نشده که اگر پیاده میشد مشکلات هم حل شده بود.,1
1173181321516060672,سیاست دنیای کثیف دروغ برای کسب و حفظ قدرت است خیلی از خیرخواهان امت به #ولی_فقیه گفتند آخرت ما را به قدرت دنیات پیوند نزن قبول نکرد کسی شک داره این دروغه دروغ بزرگان درس بدی برای جوانان و جامعه است. https://www.bbc.com/persian/iran49706222,1
1170821301956571136,فعالیتهای کانون های شورشی بمناسبت پنجاه وپنجمین سال تاسیس #سازمان_مجاهدین_خلق_ایران به آتش کشیدن تصویر منحوس #ولی_فقیه ارتجاع #شیراز #گنبدکاووسجاده آزاد شهر کانون شورشی188 #همدانجاده ملایرکانون شورشی 460 #مرندکانون شورشی 690 #کوهدشت کانون شورشی 424 #ایران #اشرف3 #iran,1
1173783734564335616,امروز اونی که دنبال نقد و انتقاده ولی زمانشه شک نکن که فردا حرف امام زمانش هم نقد خواهد کرد #ولی_فقیه,1
1174953876169977856,تا خریت..... ببخشید رعیت هست زندگی باید کرد #ولی_فقیه #وکیل_الرعایا,1
1176504683583741953,این مسئله که فقها بر اساس مدل استدلالی خود نظرات متفاوتی داشته باشند امری طبیعی است اما باید توجه داشت که در مسائلی که مربوط به موضوعات مدیریت کلان جامعه است نظر #ولی_فقیه مبناست #شمس_مولانا,1
1173834058209644545,پیامبر صلی الله علیه و آله : ظلم الاجیر اجره م ن الکبائ ر بحار الانوار ج 103 ص 170 پیامبر صلی الله علیه و آله :ظلم در پرداخت مزد کارگر از گناهان کبیره است. #ولی_فقیه در برخورد با گناهان کبیره بایستی برنامه داشته باشد صحبت کردن کافی نیست. کارگران #هپکو,1
1175889271548518400,اینکه من تازه امشب فهمیدم قسمت اعظمی از حوزه های ما سکولارن با اصل ولی فقیه مطلقه و غیره مشکل دارن خیلی زشته اینکه فهمیدم کل مشکلات بانک های ما بیمه ها اینکه بچه هامون تو مدرسه ضددین بار میان بخاطر بی توجهی اوناس کار من زشته یا اونا دلم گرفت #حوزه_علمیه #سکولار #ولی_فقیه,1
1177129141952557057,غرب پرست ها دل به 5 1وحالادیگر4 1دل بسته اند ولی ما به #ولی_فقیه خودمون دل بسته ایم,1
1173650765497491456,وقتی در نماز جمعه می گویند امام زمان عج بخاطر حرف مفت زدن گردن می زند و از طرفی اختیارات #ولی_فقیه در نظرشان عین امام معصوم است و ملاک تشخیص حرف مفت هم که مشخص است: خودشان آنوقت دیگران را شاید بخاطر #نهادهای_حقوق_بشری گردن نزنند ولی قربهالی الله کاری می کنند آروزی مرگ کنی,1
